img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
   410; grasp_vlm_dataset/chainsaw14_jpg.rf.bcffcc0d67f942cc43bf15eb599ad746.jpg     ; {'left': [0.00014640092849731444, 0.001360940933227539, 0.3163528137207031, 0.42089492797851563], 'right': [0.0, 0.0, 0.0, 0.0]}                                                             ; {'left': {'x_1': 0.49, 'y_1': 0.358, 'x_2': 0.539, 'y_2': 0.6805}, 'right': {'x_1': 0.64, 'y_1': 0.471, 'x_2': 0.734, 'y_2': 0.5765}}     ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   411; grasp_vlm_dataset/shovel20_jpg.rf.6be9a2140083b5860db179937872b476.jpg       ; {'left': [0.24606878662109374, 0.13814521789550782, 0.770746337890625, 0.88290185546875], 'right': [0.24435528564453124, 0.13788880920410157, 0.7743036499023438, 0.8824281616210937]}       ; {'right': {'x_1': 0.646, 'y_1': 0.13, 'x_2': 0.766, 'y_2': 0.291}, 'left': {'x_1': 0.407, 'y_1': 0.445, 'x_2': 0.5495, 'y_2': 0.649}}     ; {'left': 0.07439404383502095, 'right': 0.04645433458269584}    ; [['Best placement near the green star for the entire left hand on the shovel'], ['Best placement for the entire right hand on the shovel']]
   412; grasp_vlm_dataset/screwdriver_6_jpg.rf.3cb50ba40465e2339003cdcfab9386d7.jpg  ; {'hand': [0.30088995361328125, 0.3209645690917969, 0.9348594970703125, 0.9430082397460937]}                                                                                                  ; {'handle': {'x_1': 0.31, 'y_1': 0.32, 'x_2': 0.9355, 'y_2': 0.935}}                                                                       ; {'hand': 0.9704884246370143}                                   ; [['Best placement for the entire hand on the screwdriver']]
   413; grasp_vlm_dataset/lever_handle4_jpg.rf.29a10afdc8bdc97490184110459ba945.jpg  ; {'hand': [0.2644568176269531, 0.5402294921875, 0.30908837890625, 0.6131436767578125]}                                                                                                        ; {'handle': {'x_1': 0.541, 'y_1': 0.475, 'x_2': 0.9925, 'y_2': 0.57}}                                                                      ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   414; grasp_vlm_dataset/glue_19_jpg.rf.27c28c264eaed25629b63da9b242ba53.jpg        ; {'index': [0.06666853332519532, 0.2088391571044922, 0.7629070434570312, 0.9108208618164062]}                                                                                                 ; {'index': {'x_1': 0.403, 'y_1': 0.503, 'x_2': 0.4965, 'y_2': 0.6335}}                                                                     ; {'index': 0.024965386148200507}                                ; [['Best placement for the index finger on the glue gun']]
   415; grasp_vlm_dataset/lever_handle5_jpg.rf.00ad2e812c9058bf08c9f3c2e3d62b35.jpg  ; {'hand': [0.2783173522949219, 0.08801837158203125, 0.9767252197265625, 0.8370184936523437]}                                                                                                  ; {'handle': {'x_1': 0.81, 'y_1': 0.516, 'x_2': 0.897, 'y_2': 0.538}}                                                                       ; {'hand': 0.003658903217307422}                                 ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   416; grasp_vlm_dataset/nail_8_jpg.rf.83963e862d5a1105595e6e9a0812e8a1.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.59, 'y_1': 0.425, 'x_2': 0.6175, 'y_2': 0.489}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   417; grasp_vlm_dataset/hammer_16_jpg.rf.3140bd663cb9d748bad709a626660141.jpg      ; {'hand': [0.13823011779785158, 0.16301551818847657, 0.8868211669921875, 0.9112639770507812]}                                                                                                 ; {'handle': {'x_1': 0.029, 'y_1': 0.489, 'x_2': 0.5025, 'y_2': 0.929}}                                                                     ; {'hand': 0.25025142070365386}                                  ; [['Best placement for the entire hand on the hammer']]
   418; grasp_vlm_dataset/solder_18_jpg.rf.bd750ebf6d473876d395f37f0e08cbf1.jpg      ; {'hand': [0.2132766571044922, 0.2352662353515625, 0.9617095947265625, 0.9234662475585937]}                                                                                                   ; {'handle': {'x_1': 0.178, 'y_1': 0.302, 'x_2': 0.6185, 'y_2': 0.671}}                                                                     ; {'hand': 0.2831483225996671}                                   ; [['Best placement for the entire hand on the soldering iron']]
   419; grasp_vlm_dataset/vertical_bar8_jpg.rf.92dd632355d05ae9c34dc8ceaa1c9505.jpg  ; {'hand': [0.595724853515625, 0.5342205200195312, 0.6122716064453125, 0.6208240356445313]}                                                                                                    ; {'handle': {'x_1': 0.601, 'y_1': 0.612, 'x_2': 0.6085, 'y_2': 0.6845}}                                                                    ; {'hand': 0.03463889569973368}                                  ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   420; grasp_vlm_dataset/screwdriver_14_jpg.rf.418cb3b87acd0b41e5d674c08f1d59b2.jpg ; {'hand': [0.418945556640625, 0.03802900314331055, 0.7123845825195313, 0.7868228149414063]}                                                                                                   ; {'handle': {'x_1': 0.44, 'y_1': 0.0, 'x_2': 0.709, 'y_2': 0.355}}                                                                         ; {'hand': 0.3707905915688957}                                   ; [['Best placement for the entire hand on the screwdriver']]
   421; grasp_vlm_dataset/wacker_5_jpg.rf.68b3d122d52f80ae47ca6a306d303dc1.jpg       ; {'index': [0.00424724817276001, 0.4261696472167969, 0.1626051483154297, 0.566356689453125]}                                                                                                  ; {'index': {'x_1': 0.748, 'y_1': 0.485, 'x_2': 0.7805, 'y_2': 0.4975}}                                                                     ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the weed wacker']]
   422; grasp_vlm_dataset/hammer_13_jpg.rf.7468312bee5f24853d3338015dcfbb7a.jpg      ; {'hand': [0.0022795140743255616, 0.7418375244140625, 0.10130794525146485, 1.0]}                                                                                                              ; {'handle': {'x_1': 0.159, 'y_1': 0.369, 'x_2': 0.9975, 'y_2': 0.658}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the hammer']]
   423; grasp_vlm_dataset/top_bar9_jpg.rf.9d4a9b393287875f37a09f79fa97a838.jpg       ; {'hand': [0.15002317810058594, 0.087808349609375, 0.8841550903320312, 0.8359071044921875]}                                                                                                   ; {'handle': {'x_1': 0.233, 'y_1': 0.17, 'x_2': 0.425, 'y_2': 0.1875}}                                                                      ; {'hand': 0.006117954496335461}                                 ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   424; grasp_vlm_dataset/scissors9_jpg.rf.aea4887e271afe53ef33ae5573dceba0.jpg      ; {'index': [0.1381053924560547, 0.11309568786621094, 0.8376268310546875, 0.8618695678710937], 'thumb': [0.1381053924560547, 0.11309568786621094, 0.8376268310546875, 0.8618695678710937]}     ; {'thumb': {'x_1': 0.314, 'y_1': 0.14, 'x_2': 0.4185, 'y_2': 0.2695}, 'index': {'x_1': 0.113, 'y_1': 0.391, 'x_2': 0.316, 'y_2': 0.52}}    ; {'index': 0.04354354345606591, 'thumb': 0.02583653944003275}   ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   425; grasp_vlm_dataset/bow4_jpg.rf.387414ddb53255e56f29d99f31252e3b.jpg           ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'thumb': {'x_1': 0.487, 'y_1': 0.438, 'x_2': 0.5465, 'y_2': 0.5305}, 'index': {'x_1': 0.414, 'y_1': 0.53, 'x_2': 0.543, 'y_2': 0.657}}   ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   426; grasp_vlm_dataset/saw_11_jpg.rf.eafc9b2e730d377c0187e47001ea0f50.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.53, 'y_1': 0.595, 'x_2': 0.6035, 'y_2': 0.621}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   427; grasp_vlm_dataset/wrench_5_jpg.rf.7350f678f606d8358243525a37e62074.jpg       ; {'hand': [0.1129832992553711, 0.35090863037109377, 0.862182373046875, 0.6819178466796875]}                                                                                                   ; {'handle': {'x_1': 0.147, 'y_1': 0.405, 'x_2': 0.8005, 'y_2': 0.6315}}                                                                    ; {'hand': 0.5968655053501063}                                   ; [['Best placement for the entire hand on the wrench']]
   428; grasp_vlm_dataset/scissors20_jpg.rf.13fcd9761d89c9abd780d80c92db7b73.jpg     ; {'index': [0.1139261474609375, 0.24065670776367187, 0.8595653686523438, 0.646205322265625], 'thumb': [0.11482284545898437, 0.24046363830566406, 0.8597167358398438, 0.6464617309570313]}     ; {'thumb': {'x_1': 0.578, 'y_1': 0.271, 'x_2': 0.673, 'y_2': 0.352}, 'index': {'x_1': 0.578, 'y_1': 0.526, 'x_2': 0.823, 'y_2': 0.624}}    ; {'index': 0.07939999843264957, 'thumb': 0.025444283079669314}  ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   429; grasp_vlm_dataset/vertical_bar14_jpg.rf.c4145ad8531801706e46745b2f1c64e1.jpg ; {'hand': [0.4768096008300781, 0.1147513656616211, 0.8731680908203125, 0.8602930297851562]}                                                                                                   ; {'handle': {'x_1': 0.149, 'y_1': 0.598, 'x_2': 0.182, 'y_2': 0.67}}                                                                       ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   430; grasp_vlm_dataset/solder_2_jpg.rf.9a3b3741d7416d1996adc49f4bfc2482.jpg       ; {'hand': [0.13897276306152342, 0.3595011901855469, 0.884606689453125, 0.6345721435546875]}                                                                                                   ; {'handle': {'x_1': 0.486, 'y_1': 0.389, 'x_2': 0.7135, 'y_2': 0.5225}}                                                                    ; {'hand': 0.14807859114971147}                                  ; [['Best placement for the entire hand on the soldering iron']]
   431; grasp_vlm_dataset/top_rnd8_jpg.rf.799c4d64b4548813f6651a0d09617257.jpg       ; {'hand': [0.12778563690185546, 0.2163095245361328, 0.8011173706054687, 0.8544169921875]}                                                                                                     ; {'handle': {'x_1': 0.577, 'y_1': 0.352, 'x_2': 0.612, 'y_2': 0.3815}}                                                                     ; {'hand': 0.002403074031015359}                                 ; [['Best placement for the entire hand on the top drawer with a round handle']]
   432; grasp_vlm_dataset/vertical_bar20_jpg.rf.e56edc9e05a786f66b5a2d1b76d8ef6f.jpg ; {'hand': [0.2827215576171875, 0.18858723449707032, 0.71209033203125, 0.9217298583984375]}                                                                                                    ; {'handle': {'x_1': 0.677, 'y_1': 0.618, 'x_2': 0.6905, 'y_2': 0.671}}                                                                     ; {'hand': 0.0022729543378820893}                                ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   433; grasp_vlm_dataset/nail_10_jpg.rf.4f44280e0686b3df097efb0971a0e1d2.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.539, 'y_1': 0.495, 'x_2': 0.583, 'y_2': 0.5385}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   434; grasp_vlm_dataset/bowl_ball17_jpg.rf.070a0ef7f5ad8e27616e99f12184ec66.jpg    ; {'index': [0.641735595703125, 0.4070019836425781, 0.912779541015625, 0.8731578979492187], 'thumb': [0.641735595703125, 0.4070019836425781, 0.912779541015625, 0.8731578979492187]}           ; {'thumb': {'x_1': 0.732, 'y_1': 0.416, 'x_2': 0.7565, 'y_2': 0.448}, 'index': {'x_1': 0.773, 'y_1': 0.418, 'x_2': 0.8235, 'y_2': 0.5005}} ; {'index': 0.03297421138656418, 'thumb': 0.006205048119307848}  ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   435; grasp_vlm_dataset/chainsaw2_jpg.rf.6ea7c23551241bc9a452bcd8f3e9102e.jpg      ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0259209041595459, 0.03741114044189453, 0.12528227996826172, 0.20366831970214844]}                                                                 ; {'right': {'x_1': 0.829, 'y_1': 0.298, 'x_2': 0.925, 'y_2': 0.4095}, 'left': {'x_1': 0.573, 'y_1': 0.14, 'x_2': 0.783, 'y_2': 0.751}}     ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement for the entire left hand on the chainsaw'], ['Best placement near the green star for the entire right hand on the chainsaw']]
   436; grasp_vlm_dataset/syringe9_jpg.rf.716a1575da11a55449a0bdac5e3e1d3e.jpg       ; {'index': [0.40587994384765624, 0.35709783935546874, 0.5944197387695312, 0.7272999877929688], 'thumb': [0.40576544189453123, 0.35610342407226564, 0.5943333129882813, 0.7279434204101562]}   ; {'thumb': {'x_1': 0.457, 'y_1': 0.653, 'x_2': 0.5405, 'y_2': 0.7255}, 'index': {'x_1': 0.405, 'y_1': 0.543, 'x_2': 0.5955, 'y_2': 0.718}} ; {'index': 0.4704028148465983, 'thumb': 0.08633774113876325}    ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   437; grasp_vlm_dataset/solder_17_jpg.rf.650f7f86830f61b92f670466b07a388a.jpg      ; {'hand': [0.6523683471679688, 0.2547108154296875, 0.6969613037109375, 0.3873162841796875]}                                                                                                   ; {'handle': {'x_1': 0.068, 'y_1': 0.36, 'x_2': 0.5125, 'y_2': 0.4885}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the soldering iron']]
   438; grasp_vlm_dataset/vertical_bar11_jpg.rf.2af99536ecc97ca8955d841767adc4af.jpg ; {'hand': [0.14778724670410157, 0.08833143615722656, 0.8667164916992187, 0.8338904418945312]}                                                                                                 ; {'handle': {'x_1': 0.102, 'y_1': 0.537, 'x_2': 0.1325, 'y_2': 0.714}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   439; grasp_vlm_dataset/allen_10_jpg.rf.1b822b8dccc62db6b9ee28bc5118032e.jpg       ; {'hand': [0.13791470336914063, 0.297456787109375, 0.8871720581054687, 0.48539715576171877]}                                                                                                  ; {'handle': {'x_1': 0.227, 'y_1': 0.304, 'x_2': 0.9345, 'y_2': 0.463}}                                                                     ; {'hand': 0.7076092654814158}                                   ; [['Best placement for the entire hand on the allen key']]
   440; grasp_vlm_dataset/shovel17_jpg.rf.26cdaed9026506dde45f7f50dd8c12c8.jpg       ; {'left': [0.32925039672851564, 0.32486160278320314, 0.3938643798828125, 0.38726455688476563], 'right': [0.14943931579589845, 0.08785478973388672, 0.758157958984375, 0.8367643432617188]}    ; {'left': {'x_1': 0.477, 'y_1': 0.158, 'x_2': 0.662, 'y_2': 0.5315}, 'right': {'x_1': 0.63, 'y_1': 0.064, 'x_2': 0.7355, 'y_2': 0.096}}    ; {'left': 0.0, 'right': 0.0018746398143146712}                  ; [['Best placement near the green star for the entire left hand on the shovel'], ['Best placement for the entire right hand on the shovel']]
   441; grasp_vlm_dataset/can_opener4_jpg.rf.32bebfb533a6bb8c35e3505db0ede9d8.jpg    ; {'left': [0.5252868041992188, 0.4730557556152344, 0.5824462280273438, 0.5681796875], 'right': [0.3647492065429688, 0.014118266105651856, 0.5821510620117187, 0.2371942138671875]}            ; {'right': {'x_1': 0.585, 'y_1': 0.49, 'x_2': 0.78, 'y_2': 0.5895}, 'left': {'x_1': 0.41, 'y_1': 0.39, 'x_2': 0.486, 'y_2': 0.94}}         ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement for the entire left hand on the can opener'], ['Best placement near the green star for the entire right hand on the can opener']]
   442; grasp_vlm_dataset/top_rnd3_jpg.rf.e38e15b3e9e3cfddb119f32d9f4c4b89.jpg       ; {'hand': [0.3582921447753906, 0.18797822570800782, 0.9409024658203125, 0.9367975463867187]}                                                                                                  ; {'handle': {'x_1': 0.635, 'y_1': 0.28, 'x_2': 0.723, 'y_2': 0.371}}                                                                       ; {'hand': 0.018355611161012416}                                 ; [['Best placement for the entire hand on the top drawer with a round handle']]
   443; grasp_vlm_dataset/lever_handle16_jpg.rf.20c8421327c024995be60a8911687217.jpg ; {'hand': [0.6874178466796875, 0.5851370239257813, 0.7483916625976562, 0.6506844482421875]}                                                                                                   ; {'handle': {'x_1': 0.689, 'y_1': 0.613, 'x_2': 0.751, 'y_2': 0.6345}}                                                                     ; {'hand': 0.3150746792533683}                                   ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   444; grasp_vlm_dataset/rnd_door15_jpg.rf.495c838e12bf8c679f646faf5741aacb.jpg     ; {'hand': [0.29187847900390623, 0.5317716674804688, 0.4402347106933594, 0.66431494140625]}                                                                                                    ; {'handle': {'x_1': 0.297, 'y_1': 0.535, 'x_2': 0.442, 'y_2': 0.661}}                                                                      ; {'hand': 0.9075495722857261}                                   ; [['Best placement for the entire hand on the door with a round handle']]
   445; grasp_vlm_dataset/bot_rnd8_jpg.rf.c1e20a60137b8095fa2ebc4d9e6e6a1a.jpg       ; {'hand': [0.1628197479248047, 0.11905818176269531, 0.9120914916992188, 0.8611509399414062]}                                                                                                  ; {'handle': {'x_1': 0.499, 'y_1': 0.807, 'x_2': 0.5525, 'y_2': 0.845}}                                                                     ; {'hand': 0.0036562832272009345}                                ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
   446; grasp_vlm_dataset/darts13_jpg.rf.24eb5a3e11eaef2be40ff9255dbfb476.jpg        ; {'index': [0.950294921875, 0.7154812622070312, 1.0, 0.9006277465820313], 'thumb': [0.3350986938476562, 0.2751270751953125, 0.6302846069335938, 0.3653260192871094]}                          ; {'index': {'x_1': 0.348, 'y_1': 0.277, 'x_2': 0.4715, 'y_2': 0.304}, 'thumb': {'x_1': 0.35, 'y_1': 0.339, 'x_2': 0.4715, 'y_2': 0.356}}   ; {'index': 0.0, 'thumb': 0.07757613129182167}                   ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   447; grasp_vlm_dataset/bowl_ball4_jpg.rf.1b9f3731d7d25b071a557b1280d9031a.jpg     ; {'index': [0.14716964721679687, 0.13769505310058594, 0.6114034423828125, 0.8870932006835938], 'thumb': [0.14716964721679687, 0.13769505310058594, 0.6114034423828125, 0.8870932006835938]}   ; {'thumb': {'x_1': 0.438, 'y_1': 0.571, 'x_2': 0.51, 'y_2': 0.7015}, 'index': {'x_1': 0.335, 'y_1': 0.282, 'x_2': 0.53, 'y_2': 0.435}}     ; {'index': 0.08575840084020449, 'thumb': 0.02700807555872504}   ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   448; grasp_vlm_dataset/bolt_cutters9_jpeg.rf.4a922f69aeba2bf3dd391b0bbaba89b8.jpg ; {'left': [0.44977923583984375, 0.24380001831054687, 0.5642281494140625, 0.4699263610839844], 'right': [0.44977923583984375, 0.24380001831054687, 0.5642281494140625, 0.4699263610839844]}    ; {'right': {'x_1': 0.72, 'y_1': 0.592, 'x_2': 1.0, 'y_2': 0.8795}, 'left': {'x_1': 0.003, 'y_1': 0.582, 'x_2': 0.288, 'y_2': 0.863}}       ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement for the entire left hand on the bolt cutters'], ['Best placement near the green star for the entire right hand on the bolt cutters']]
   449; grasp_vlm_dataset/rnd_door8_jpg.rf.653bdc50cc2df0939cc8c26fa46b9cfc.jpg      ; {'hand': [0.19960060119628906, 0.21383357238769532, 0.89497265625, 0.9606535034179687]}                                                                                                      ; {'handle': {'x_1': 0.805, 'y_1': 0.731, 'x_2': 0.855, 'y_2': 0.7695}}                                                                     ; {'hand': 0.0037067867361484336}                                ; [['Best placement for the entire hand on the door with a round handle']]
   450; grasp_vlm_dataset/scissors17_jpg.rf.73f945f138916c1f9425964f54ce6fb1.jpg     ; {'index': [0.19164138793945312, 0.3135362548828125, 0.7574901733398437, 0.7180648803710937], 'thumb': [0.19164138793945312, 0.3135362548828125, 0.7574901733398437, 0.7180648803710937]}     ; {'thumb': {'x_1': 0.251, 'y_1': 0.562, 'x_2': 0.374, 'y_2': 0.684}, 'index': {'x_1': 0.22, 'y_1': 0.351, 'x_2': 0.374, 'y_2': 0.461}}     ; {'index': 0.07400545944029911, 'thumb': 0.0655564300095117}    ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   451; grasp_vlm_dataset/syringe11_jpg.rf.d2a828eceb242a124d1fab7b5f730fb9.jpg      ; {'index': [0.06370763778686524, 0.31286575317382814, 0.7180556640625, 0.8194735717773437], 'thumb': [0.06370763778686524, 0.31286575317382814, 0.7180556640625, 0.8194735717773437]}         ; {'thumb': {'x_1': 0.047, 'y_1': 0.312, 'x_2': 0.1265, 'y_2': 0.451}, 'index': {'x_1': 0.145, 'y_1': 0.376, 'x_2': 0.282, 'y_2': 0.5485}}  ; {'index': 0.07129006024254346, 'thumb': 0.025979145900050817}  ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   452; grasp_vlm_dataset/wrench_15_jpg.rf.c1b18310d512c73de0b3c7e1cd625ea5.jpg      ; {'hand': [0.0637711296081543, 0.06297354888916015, 0.79093798828125, 0.8117346801757812]}                                                                                                    ; {'handle': {'x_1': 0.039, 'y_1': 0.003, 'x_2': 0.593, 'y_2': 0.619}}                                                                      ; {'hand': 0.49751254266781253}                                  ; [['Best placement for the entire hand on the wrench']]
   453; grasp_vlm_dataset/scissors13_jpg.rf.eaa08fe74c176c0d491d2ad93cf3d1b8.jpg     ; {'index': [0.4870646057128906, 0.6579926147460937, 0.6227329711914062, 0.74697607421875], 'thumb': [0.14028790283203124, 0.03840351104736328, 0.8845090942382813, 0.7631183471679688]}       ; {'thumb': {'x_1': 0.846, 'y_1': 0.095, 'x_2': 0.9545, 'y_2': 0.1395}, 'index': {'x_1': 0.69, 'y_1': 0.034, 'x_2': 0.8045, 'y_2': 0.0985}} ; {'index': 0.0, 'thumb': 0.0031590274980441272}                 ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   454; grasp_vlm_dataset/nail_0_jpg.rf.d4b5d45c83306991564343ddbdec7452.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.438, 'y_1': 0.462, 'x_2': 0.51, 'y_2': 0.482}}                                                                        ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   455; grasp_vlm_dataset/chainsaw13_jpg.rf.93819acd9f6f90aa673d654bd60b0e3a.jpg     ; {'left': [0.2699433288574219, 0.3897675476074219, 0.48836947631835936, 0.6757656860351563], 'right': [0.2699433288574219, 0.3897675476074219, 0.48836947631835936, 0.6757656860351563]}      ; {'right': {'x_1': 0.375, 'y_1': 0.304, 'x_2': 0.462, 'y_2': 0.3905}, 'left': {'x_1': 0.195, 'y_1': 0.19, 'x_2': 0.283, 'y_2': 0.273}}     ; {'left': 0.0, 'right': 0.000911228668082714}                   ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   456; grasp_vlm_dataset/bowl_ball3_jpg.rf.09e7fbc77ee91f0ed6f9f353c9c15488.jpg     ; {'index': [0.5642667236328125, 0.3298800354003906, 0.9040504760742187, 0.7858463745117188], 'thumb': [0.5642667236328125, 0.3298800354003906, 0.9040504760742187, 0.7858463745117188]}       ; {'thumb': {'x_1': 0.741, 'y_1': 0.496, 'x_2': 0.7895, 'y_2': 0.567}, 'index': {'x_1': 0.703, 'y_1': 0.347, 'x_2': 0.8005, 'y_2': 0.3915}} ; {'index': 0.028004591085564568, 'thumb': 0.022226173299485195} ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   457; grasp_vlm_dataset/vertical_bar16_jpg.rf.74896ca3a896bc1948fc07540f5e4086.jpg ; {'hand': [0.1637494812011719, 0.13773670959472656, 0.90948046875, 0.887048828125]}                                                                                                           ; {'handle': {'x_1': 0.555, 'y_1': 0.563, 'x_2': 0.5765, 'y_2': 0.765}}                                                                     ; {'hand': 0.007772216382955612}                                 ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   458; grasp_vlm_dataset/top_rnd6_jpg.rf.a86cdc80f213e0d1cf2182e2cfcae28e.jpg       ; {'hand': [0.0, 0.2815930480957031, 0.6259276123046875, 0.9300921630859375]}                                                                                                                  ; {'handle': {'x_1': 0.347, 'y_1': 0.497, 'x_2': 0.3995, 'y_2': 0.5505}}                                                                    ; {'hand': 0.006919577648485533}                                 ; [['Best placement for the entire hand on the top drawer with a round handle']]
   459; grasp_vlm_dataset/bot_rnd5_jpg.rf.2dfb4168718ddd4eb96ab384ea9e04f8.jpg       ; {'hand': [0.1845970458984375, 0.33663592529296876, 0.8922564697265625, 0.9072957153320312]}                                                                                                  ; {'handle': {'x_1': 0.491, 'y_1': 0.706, 'x_2': 0.572, 'y_2': 0.757}}                                                                      ; {'hand': 0.010229481663670421}                                 ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
   460; grasp_vlm_dataset/top_bar4_jpg.rf.250c689e3fb7ac42cdbc4507ec8c6360.jpg       ; {'hand': [0.17467015075683595, 0.21791799926757813, 0.78172265625, 0.93722900390625]}                                                                                                        ; {'handle': {'x_1': 0.306, 'y_1': 0.349, 'x_2': 0.396, 'y_2': 0.378}}                                                                      ; {'hand': 0.005977196684183112}                                 ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   461; grasp_vlm_dataset/hammer_4_jpg.rf.4999828fb6cd3ce1825cc5ecbb9ebadd.jpg       ; {'hand': [0.02873702049255371, 0.31647610473632815, 0.16467681884765625, 0.6749331665039062]}                                                                                                ; {'handle': {'x_1': 0.498, 'y_1': 0.474, 'x_2': 0.9735, 'y_2': 0.585}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the hammer']]
   462; grasp_vlm_dataset/bow3_jpg.rf.c48a1aded3c7a01e141d232bea48e561.jpg           ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'thumb': {'x_1': 0.153, 'y_1': 0.796, 'x_2': 0.1835, 'y_2': 0.8565}, 'index': {'x_1': 0.157, 'y_1': 0.641, 'x_2': 0.248, 'y_2': 0.793}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   463; grasp_vlm_dataset/bow1_jpg.rf.2db92093c73f51389594c4866c142f52.jpg           ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'index': {'x_1': 0.429, 'y_1': 0.768, 'x_2': 0.448, 'y_2': 0.8415}, 'thumb': {'x_1': 0.423, 'y_1': 0.825, 'x_2': 0.4335, 'y_2': 0.857}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   464; grasp_vlm_dataset/allen_3_jpg.rf.ff0b05fadf5c96a5e4b1a41b15b2401f.jpg        ; {'hand': [0.11377766418457032, 0.25564141845703126, 0.861970947265625, 0.7500391845703125]}                                                                                                  ; {'handle': {'x_1': 0.159, 'y_1': 0.287, 'x_2': 0.7015, 'y_2': 0.688}}                                                                     ; {'hand': 0.5881035627484983}                                   ; [['Best placement for the entire hand on the allen key']]
   465; grasp_vlm_dataset/drill_5_jpg.rf.0234b719a90f4c311b1115f86a627d75.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.46, 'y_1': 0.437, 'x_2': 0.4835, 'y_2': 0.486}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the power drill']]
